Reading Date,Administration,Art Building Parkade,Aurora Hall,Biological Science,Child Care Centre,CCIT,Cascade Hall,Child Development Centre,Craigie Hall,Central Heating and Cooling Plant,Clinical Skills,Crowsnest Hall,Dining Centre,Education Complex,EEEL,Engineering Complex,Earth Science,Glacier Hall,High Density Library,Heritage Medical Research Building,Health Research Innovation Centre / TWR,Health Science Centre,ICT,International House,Kananaskis Hall,Kinesiology A,Kinesiology B,Life Science,Mechanical Engineering Building,Murray Fraser Hall,MacEwan Hall,MacKimmie Block,MacKimmie Tower,Math Sciences,MacEwan Student Centre,Olympus Hall,Olympic Oval,Professional Faculties,Physical Plant,Rozsa Centre,Reeve Theater,Rundle Hall,Science A,Science B,Scurfield Hall,Social Sciences,Science Theatres,Taylor Family Digital Library,Taylor Institute,University Research Centre,Wildlife Research Centre,Yamnuska,U of C,Main Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AA,AB,AU,BI,CC,CCIT,CD,CDC,CH,CHCP,CSB,CR,DC,ED,EEEL,ENG,ES,GL,HDL,HMRB,HRIC/TWR,HSC,ICT,IH,KA,KNA,KNB,LS,MEB,MFH,MH,MLB,MLT,MS,MSC,OL,OO,PF,PP,RC,RT,RU,SA,SB,SH,SS,ST,TFDL,TI,URC,WRC,YA,UC,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/16, 	-   ,102.78,"1,088.89","3,875.00", 	-   ,"1,961.11", 	-   , 	-   ,"1,319.45",, 	-   ,"2,008.33",391.67,"3,802.78","6,383.34",641.67,372.22,341.67, 	-   ,"3,530.56",5585.93,"11,813.90","4,441.67","2,586.11",0.00, 	-   ,"1,383.33",,, 	-   ,"2,150.00", 	-   , 	-   ,"13,221.85","2,708.34",277.78, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,852.78, 	-   , 	-   ,"1,866.67","5,522.23",169.44, 	-   , 	-   ,0.00,"78,399.50","57,469.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/16, 	-   ,61.11,627.78,"2,050.00", 	-   ,"1,113.89", 	-   , 	-   ,905.56,, 	-   ,"1,363.89",297.22,"3,588.89","6,491.67",511.11,175.00,152.78, 	-   ,"2,561.11",3716.14,"9,080.56","3,555.56","2,908.34",0.00, 	-   ,363.89,,, 	-   ,"1,988.89", 	-   , 	-   ,"14,081.21","2,897.22",125.00, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,794.45, 	-   , 	-   ,"1,913.89","1,908.33",202.78, 	-   , 	-   ,"65,752.83","129,189.11","113,831.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/16, 	-   ,122.22,780.56,"3,036.11", 	-   ,"1,288.89", 	-   , 	-   ,"1,688.89",, 	-   ,"1,841.67",366.67,"4,322.23","6,516.67",838.89,94.44,191.67, 	-   ,"2,827.78",3587.19,"9,030.56","4,175.00","3,211.11",0.00, 	-   ,408.33,,, 	-   ,"1,988.89", 	-   , 	-   ,"14,260.12","3,761.11",155.56, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,944.45, 	-   , 	-   ,"2,308.34","2,866.67",241.67, 	-   , 	-   ,0.00,"70,855.69","55,410.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/16, 	-   ,138.89,"1,269.45","6,066.67", 	-   ,"2,519.45", 	-   , 	-   ,"1,561.11",, 	-   ,"2,111.11",455.56,"4,725.00","6,936.12","1,461.11",583.33,133.33, 	-   ,"3,988.89",5908.31,"13,925.01","4,972.23","2,541.67",0.00, 	-   ,"1,497.22",,, 	-   ,"2,355.56", 	-   , 	-   ,"14,069.48","3,533.34",108.33, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,988.89, 	-   , 	-   ,"3,125.00","4,447.23",230.56, 	-   , 	-   ,0.00,"89,652.85","65,830.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/16, 	-   ,458.33,"1,658.33","8,802.78", 	-   ,"3,325.00", 	-   , 	-   ,"1,830.56",, 	-   ,"2,733.34",911.11,"5,330.56","7,463.89","3,413.89","2,025.00",277.78, 	-   ,"6,686.12",13281.98,"27,227.80","6,463.89","3,080.56",0.00, 	-   ,"1,688.89",,, 	-   ,"2,594.45", 	-   , 	-   ,"20,495.63","5,963.89",227.78, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,025.00", 	-   , 	-   ,"2,122.22","7,061.12",413.89, 	-   , 	-   ,0.00,"136,563.80","89,367.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/16, 	-   ,383.33,"1,283.33","7,347.23", 	-   ,"3,194.45", 	-   , 	-   ,"2,213.89",, 	-   ,"2,413.89","1,061.11","5,416.67","7,100.01","3,661.11","2,175.00",358.33, 	-   ,"5,880.56",12534.65,"25,261.13","4,555.56","2,800.00",0.00, 	-   ,"2,452.78",,, 	-   ,"3,177.78", 	-   , 	-   ,"14,427.30","5,400.00",291.67, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,061.11", 	-   , 	-   ,"3,316.67","7,013.89",327.78, 	-   , 	-   ,0.00,"125,109.25","81,432.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/16, 	-   ,533.33,"1,327.78","8,669.45", 	-   ,"3,572.23", 	-   , 	-   ,"1,944.45",, 	-   ,"2,519.45",997.22,"4,530.56","6,958.34","2,322.22","2,794.45",366.67, 	-   ,"6,525.01",15365.72,"30,616.69","6,313.89","2,722.22",0.00, 	-   ,"2,586.11",,, 	-   ,"2,383.34", 	-   , 	-   ,"14,060.68","5,763.89",297.22, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,072.22", 	-   , 	-   ,"2,186.11","8,477.78",258.33, 	-   , 	-   ,0.00,"135,165.37","82,657.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/16, 	-   ,69.44,"1,150.00","3,405.56", 	-   ,"2,052.78", 	-   , 	-   ,966.67,, 	-   ,"2,147.22",908.33,"3,713.89","6,708.34",900.00,202.78,361.11, 	-   ,"2,661.11",5714.89,"11,300.01","4,100.00","2,877.78",0.00, 	-   ,"1,083.33",,, 	-   ,"2,116.67", 	-   , 	-   ,"14,474.23","2,519.45",294.44, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,988.89, 	-   , 	-   ,"1,938.89","3,583.34",277.78, 	-   , 	-   ,0.00,"76,516.94","56,840.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/16, 	-   ,86.11,"1,269.45","5,169.45", 	-   ,"2,291.67", 	-   , 	-   ,"1,208.33",, 	-   ,"2,277.78",533.33,"4,816.67","6,636.12","1,808.33",225.00,266.67, 	-   ,"3,494.45",5298.72,"12,736.12","5,061.12","3,647.23",0.00, 	-   ,"1,269.45",,, 	-   ,"2,472.22", 	-   , 	-   ,"14,057.75","2,944.45",216.67, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,013.89", 	-   , 	-   ,"2,927.78","4,255.56",261.11, 	-   , 	-   ,0.00,"86,245.41","64,716.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/16, 	-   ,380.56,"1,341.67","12,675.01", 	-   ,"4,444.45", 	-   , 	-   ,"2,241.67",, 	-   ,"3,163.89",600.00,"4,802.78","8,050.01","5,500.00","2,561.11",225.00, 	-   ,"9,941.67",21359.02,"42,141.70","7,538.89","3,336.11",0.00, 	-   ,"2,380.56",,, 	-   ,"3,088.89", 	-   , 	-   ,"14,688.34","7,622.23",183.33, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,200.00", 	-   , 	-   ,"2,886.11","8,752.78",425.00, 	-   , 	-   ,0.00,"171,530.80","98,088.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/16, 	-   ,408.33,"1,394.45","8,000.01", 	-   ,"3,219.45", 	-   , 	-   ,"1,836.11",, 	-   ,"2,722.22",855.56,"5,305.56","7,255.56","3,127.78","1,608.33",316.67, 	-   ,"5,947.23",9935.11,"21,058.35","5,375.00","3,827.78",0.00, 	-   ,"2,144.45",,, 	-   ,"3,516.67", 	-   , 	-   ,"14,424.37","4,388.89",258.33, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,980.56, 	-   , 	-   ,"3,408.34","5,872.23",372.22, 	-   , 	-   ,0.00,"117,559.55","80,618.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/16, 	-   ,97.22,"1,002.78","4,880.56", 	-   ,"2,058.33", 	-   , 	-   ,"1,222.22",, 	-   ,"2,302.78",511.11,"4,838.89","6,625.01","1,388.89",355.56,316.67, 	-   ,"3,825.00",4809.30,"11,816.68","5,136.12","3,433.34",0.00, 	-   ,"1,472.22",,, 	-   ,"2,544.45", 	-   , 	-   ,"14,289.45","2,588.89",258.33, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,008.33", 	-   , 	-   ,"2,850.00","3,530.56",336.11, 	-   , 	-   ,0.00,"83,498.80","63,047.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/16, 	-   ,97.22,963.89,"6,244.45", 	-   ,"2,583.34", 	-   , 	-   ,"1,383.33",, 	-   ,"2,061.11",491.67,"4,944.45","6,744.45","1,900.00","1,063.89",258.33, 	-   ,"4,755.56",6550.14,"15,083.35","5,219.45","2,966.67",0.00, 	-   ,"1,583.33",,, 	-   ,"2,441.67", 	-   , 	-   ,"14,230.79","3,900.00",211.11, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,958.33, 	-   , 	-   ,"2,908.34","3,852.78",266.67, 	-   , 	-   ,0.00,"93,664.32","67,275.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/16, 	-   ,102.78,980.56,"5,758.34", 	-   ,"2,525.00", 	-   , 	-   ,"1,208.33",, 	-   ,"2,016.67",488.89,"3,891.67","6,711.12","1,183.33",694.45,308.33, 	-   ,"4,888.89",6415.33,"14,750.01","4,822.23","3,011.11",0.00, 	-   ,"1,497.22",,, 	-   ,"2,547.22", 	-   , 	-   ,"14,195.60","2,872.22",250.00, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,058.33", 	-   , 	-   ,"2,077.78","3,947.23",211.11, 	-   , 	-   ,0.00,"88,413.75","62,359.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/16, 	-   ,100.00,"1,008.33","5,280.56", 	-   ,"2,291.67", 	-   , 	-   ,"1,055.56",, 	-   ,"2,058.33",622.22,"3,858.34","6,505.56","1,033.33",502.78,286.11, 	-   ,"5,136.12",6154.49,"14,716.68","4,802.78","3,497.23",0.00, 	-   ,"1,430.56",,, 	-   ,"2,030.56", 	-   , 	-   ,"14,195.60","2,511.11",233.33, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,041.67", 	-   , 	-   ,"2,097.22","3,708.34",255.56, 	-   , 	-   ,0.00,"86,414.03","60,406.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/16, 	-   ,66.67,"1,027.78","4,405.56", 	-   ,"1,925.00", 	-   , 	-   ,"1,111.11",, 	-   ,"1,966.67",844.45,"4,700.00","6,425.01","1,483.33",213.89,355.56, 	-   ,"3,719.45",6145.70,"12,594.45","4,763.89","3,555.56",0.00, 	-   ,"1,408.33",,, 	-   ,"2,152.78", 	-   , 	-   ,"14,327.58","1,855.56",288.89, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,047.22", 	-   , 	-   ,"3,011.11","3,975.00",302.78, 	-   , 	-   ,0.00,"83,673.33","61,213.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/16, 	-   ,75.00,650.00,"3,913.89", 	-   ,"1,175.00", 	-   , 	-   ,691.67,, 	-   ,"1,297.22",711.11,"4,716.67","5,794.45","3,608.34",236.11,316.67, 	-   ,"2,513.89",3352.73,"8,888.90","2,211.11","3,019.45",0.00, 	-   ,916.67,,, 	-   ,"2,141.67", 	-   , 	-   ,"14,166.27","2,341.67",258.33, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,927.78, 	-   , 	-   ,"2,144.45","4,158.34",272.22, 	-   , 	-   ,0.00,"70,499.60","55,744.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/16/16, 	-   ,105.56,600.00,"2,475.00", 	-   ,"1,113.89", 	-   , 	-   ,369.44,, 	-   ,"1,250.00",575.00,"4,122.23","5,766.67","2,272.22",150.00,172.22, 	-   ,"2,702.78",3560.81,"9,347.23","2,958.34","3,211.11",0.00, 	-   ,447.22,,, 	-   ,"2,044.45", 	-   , 	-   ,"14,213.19","1,636.11",141.67, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,988.89, 	-   , 	-   ,"1,566.67","2,675.00",294.44, 	-   , 	-   ,0.00,"64,760.16","49,149.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/16, 	-   ,111.11,636.11,"2,150.00", 	-   ,"1,055.56", 	-   , 	-   ,422.22,, 	-   ,"1,283.33",575.00,"3,594.45","5,652.78","1,611.11",16.67,0.00, 	-   ,"2,858.34",3751.31,"8,822.23","3,686.11","3,475.00",0.00, 	-   ,2.78,,, 	-   ,"2,005.56", 	-   , 	-   ,"14,286.52","4,288.89",0.00, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,027.78", 	-   , 	-   ,"1,202.78",608.33,355.56, 	-   , 	-   ,0.00,"63,479.53","48,047.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/16, 	-   ,72.22,661.11,"3,227.78", 	-   ,"1,080.56", 	-   , 	-   ,508.33,, 	-   ,"1,283.33",625.00,"3,700.00","5,525.00","1,800.00",25.00,88.89, 	-   ,"3,580.56",3698.56,"11,277.79","3,933.34","3,461.11",0.00, 	-   ,44.44,,, 	-   ,"2,322.22", 	-   , 	-   ,"14,233.73","3,575.00",72.22, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,036.11", 	-   , 	-   ,"1,133.33","3,244.45",302.78, 	-   , 	-   ,0.00,"70,512.88","51,955.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/16, 	-   ,63.89,672.22,"4,297.23", 	-   ,"1,063.89", 	-   , 	-   ,527.78,, 	-   ,"1,263.89",644.44,"2,977.78","5,344.45","2,080.56",25.00,155.56, 	-   ,"3,116.67",3223.78,"9,461.12","4,047.23","3,369.45",0.00, 	-   ,30.56,,, 	-   ,"2,055.56", 	-   , 	-   ,"14,028.42","2,958.34",125.00, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,033.33", 	-   , 	-   ,719.45,"3,105.56",372.22, 	-   , 	-   ,0.00,"66,763.35","50,961.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/16, 	-   ,80.56,697.22,"3,386.11", 	-   ,"1,163.89", 	-   , 	-   ,430.56,, 	-   ,"1,469.45",572.22,"3,000.00","5,652.78","1,983.33",44.44,105.56, 	-   ,"2,972.22",3238.44,"9,202.79","3,897.23","3,208.34",0.00, 	-   ,147.22,,, 	-   ,"1,688.89", 	-   , 	-   ,"13,805.51","3,063.89",86.11, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,033.33", 	-   , 	-   ,813.89,"3,558.34",305.56, 	-   , 	-   ,0.00,"65,607.87","50,194.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/16, 	-   ,133.33,869.45,"2,988.89", 	-   ,"1,372.22", 	-   , 	-   ,625.00,, 	-   ,"1,633.33",700.00,"3,725.00","6,186.12","1,838.89",36.11,127.78, 	-   ,"2,969.45",4618.80,"10,444.45","3,897.23","3,458.34",0.00, 	-   ,105.56,,, 	-   ,"2,038.89", 	-   , 	-   ,"14,119.34","2,005.56",102.78, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,052.78", 	-   , 	-   ,"2,097.22","3,413.89",275.00, 	-   , 	-   ,0.00,"70,835.40","52,802.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/16, 	-   ,50.00,775.00,"3,950.00", 	-   ,"1,100.00", 	-   , 	-   ,530.56,, 	-   ,"1,752.78",705.56,"3,788.89","5,605.56","3,602.78",36.11,152.78, 	-   ,"3,052.78",3991.63,"9,036.12","4,141.67","3,797.23",0.00, 	-   ,100.00,,, 	-   ,"1,977.78", 	-   , 	-   ,"14,142.80","2,733.34",125.00, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,119.45", 	-   , 	-   ,"1,586.11","2,588.89",291.67, 	-   , 	-   ,0.00,"70,734.47","54,653.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/16, 	-   ,47.22,725.00,"4,108.34", 	-   ,"1,144.45", 	-   , 	-   ,591.67,, 	-   ,"1,291.67",638.89,"3,855.56","5,791.67","4,397.23",36.11,177.78, 	-   ,"3,133.34",4199.71,"9,358.34","4,058.34","3,433.34",0.00, 	-   ,94.44,,, 	-   ,"2,125.00", 	-   , 	-   ,"14,151.60","4,116.67",144.44, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,136.11", 	-   , 	-   ,"1,730.56","2,486.11",308.33, 	-   , 	-   ,0.00,"73,281.91","56,590.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/16, 	-   ,52.78,805.56,"3,819.45", 	-   ,"1,291.67", 	-   , 	-   ,622.22,, 	-   ,"1,666.67",711.11,"3,830.56","6,341.67","3,008.34",36.11,127.78, 	-   ,"2,800.00",4311.08,"9,997.23","3,511.11","3,852.78",0.00, 	-   ,136.11,,, 	-   ,"2,113.89", 	-   , 	-   ,"14,069.48","2,952.78",105.56, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,075.00", 	-   , 	-   ,"2,119.45","1,480.56",252.78, 	-   , 	-   ,0.00,"71,091.71","53,983.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
